Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect,contig
comp139981_c1_seq1,sp,Q80UG8,TTLL4_MOUSE,54.79,365,162,2,2,1093,719,1081,2.00E-130,421,Q80UG8,GO:0018095,GO:0018095,protein polyglutamylation,protein metabolism,P,139981
comp139981_c1_seq14,sp,Q80UG8,TTLL4_MOUSE,54.29,361,162,2,52,1131,723,1081,2.00E-128,414,Q80UG8,GO:0006464,GO:0006464,protein modification process,protein metabolism,P,139981
comp139981_c1_seq9,sp,Q80UG8,TTLL4_MOUSE,54.79,365,162,2,2,1093,719,1081,9.00E-131,421,Q80UG8,GO:0006464,GO:0006464,protein modification process,protein metabolism,P,139981
comp139982_c0_seq2,sp,Q7ZY11,EIF2A_XENLA,52.44,574,265,6,2,1705,9,580,0,585,Q7ZY11,GO:0006417,GO:0006417,regulation of translation,protein metabolism,P,139982
comp139982_c0_seq1,sp,Q8BJW6,EIF2A_MOUSE,53.38,562,255,5,5,1675,10,569,0,589,Q8BJW6,GO:0006412,GO:0006412,translation,protein metabolism,P,139982
comp139983_c0_seq2,sp,Q6PG31,RNPS1_DANRE,67.53,77,25,0,435,665,139,215,5.00E-29,122,Q6PG31,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,139983
comp139988_c0_seq1,sp,Q178L7,SDHF2_AEDAE,62,100,38,0,241,540,62,161,2.00E-38,141,Q178L7,GO:0006121,GO:0006121,"""mitochondrial electron transport, succinate to ubiquinone""",other metabolic processes,P,139988
comp139989_c0_seq1,sp,Q8AVP1,RPF1_XENLA,66.33,300,99,2,1143,250,44,343,1.00E-117,352,Q8AVP1,GO:0006364,GO:0006364,rRNA processing,RNA metabolism,P,139989
comp139992_c0_seq1,sp,P20695,IFRD1_RAT,38.87,373,221,5,192,1301,37,405,1.00E-76,259,P20695,GO:0014009,GO:0014009,glial cell proliferation,cell cycle and proliferation,P,139992
comp139994_c0_seq3,sp,P72186,PLS_PYRFU,28.87,478,251,20,422,1657,365,819,1.00E-33,145,P72186,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139994
comp139994_c0_seq1,sp,Q64514,TPP2_MOUSE,61.58,505,191,3,41,1555,137,638,0,677,Q64514,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139994
comp139994_c0_seq2,sp,Q64560,TPP2_RAT,50.78,1154,550,7,2,3430,103,1249,0,1212,Q64560,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139994
comp139994_c0_seq5,sp,Q64560,TPP2_RAT,50.53,1124,534,8,41,3379,137,1249,0,1162,Q64560,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,139994
comp139995_c0_seq1,sp,Q4G061,EIF3B_RAT,62.32,629,219,4,2597,711,157,767,0,834,Q4G061,GO:0006413,GO:0006413,translational initiation,protein metabolism,P,139995
comp139996_c0_seq2,sp,Q9C801,MOS2_ARATH,31.09,119,79,3,432,79,343,459,4.00E-11,65.5,Q9C801,GO:0042742,GO:0042742,defense response to bacterium,stress response,P,139996
comp139997_c2_seq1,sp,P49137,MAPK2_HUMAN,68.93,338,105,0,108,1121,52,389,2.00E-172,510,P49137,GO:0034130,GO:0034130,toll-like receptor 1 signaling pathway,signal transduction,P,139997
comp139998_c0_seq1,sp,A6QPU5,SYDM_BOVIN,54.81,593,259,6,1788,22,43,630,0,649,A6QPU5,GO:0006412,GO:0006412,translation,protein metabolism,P,139998
comp139999_c0_seq1,sp,Q8K4C0,FMO5_RAT,52.43,536,245,5,1721,123,5,533,0,583,Q8K4C0,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,139999
comp139999_c0_seq2,sp,Q8K4C0,FMO5_RAT,52.43,536,245,5,1721,123,5,533,0,583,Q8K4C0,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,139999
comp140000_c0_seq18,sp,Q3SX40,PDLI7_BOVIN,44.44,81,45,0,17,259,4,84,2.00E-14,81.3,Q3SX40,GO:0001503,GO:0001503,ossification,developmental processes,P,140000
comp140000_c0_seq4,sp,Q62417,SRBS1_MOUSE,42.56,195,102,5,2468,3031,994,1185,8.00E-39,163,Q62417,GO:0046889,GO:0046889,positive regulation of lipid biosynthetic process,other metabolic processes,P,140000
comp140000_c0_seq6,sp,Q62417,SRBS1_MOUSE,42.56,195,102,5,2417,2980,994,1185,7.00E-39,163,Q62417,GO:0045725,GO:0045725,positive regulation of glycogen biosynthetic process,other metabolic processes,P,140000
comp140000_c0_seq10,sp,Q62420,SH3G2_MOUSE,50,54,27,0,2681,2842,295,348,1.00E-10,69.3,Q62420,GO:0002090,GO:0002090,regulation of receptor internalization,transport,P,140000
comp140000_c0_seq16,sp,Q99962,SH3G2_HUMAN,40,95,51,3,811,1083,256,348,8.00E-12,69.7,Q99962,GO:0042059,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,signal transduction,P,140000
comp140000_c0_seq1,sp,Q99963,SH3G3_HUMAN,51.85,54,26,0,659,820,290,343,3.00E-12,70.1,Q99963,GO:0007417,GO:0007417,central nervous system development,developmental processes,P,140000
comp140000_c0_seq15,sp,Q99963,SH3G3_HUMAN,51.85,54,26,0,898,1059,290,343,2.00E-11,68.9,Q99963,GO:0007417,GO:0007417,central nervous system development,developmental processes,P,140000
comp140000_c0_seq7,sp,Q99963,SH3G3_HUMAN,51.85,54,26,0,1264,1425,290,343,9.00E-12,70.1,Q99963,GO:0007165,GO:0007165,signal transduction,signal transduction,P,140000
comp140000_c0_seq9,sp,Q99963,SH3G3_HUMAN,51.85,54,26,0,1240,1401,290,343,9.00E-12,70.1,Q99963,GO:0007165,GO:0007165,signal transduction,signal transduction,P,140000
comp140000_c0_seq12,sp,Q9BX66,SRBS1_HUMAN,32.43,367,190,9,1736,2689,572,929,1.00E-40,168,Q9BX66,GO:0006936,GO:0006936,muscle contraction,other biological processes,P,140000
comp140000_c0_seq13,sp,Q9BX66,SRBS1_HUMAN,32.43,367,190,9,1685,2638,572,929,2.00E-40,168,Q9BX66,GO:0006810,GO:0006810,transport,transport,P,140000
comp140000_c0_seq8,sp,Q9BX66,SRBS1_HUMAN,31.73,375,190,9,1736,2713,572,929,1.00E-39,165,Q9BX66,GO:0048041,GO:0048041,focal adhesion formation,cell adhesion,P,140000
comp140003_c1_seq1,sp,Q96RW7,HMCN1_HUMAN,38.36,73,36,1,2461,2270,5245,5317,2.00E-06,56.2,Q96RW7,GO:0007601,GO:0007601,visual perception,other biological processes,P,140003
comp140004_c0_seq5,sp,C9STX5,ASA1_VERA1,27.86,201,109,9,529,20,28,223,2.00E-07,54.3,C9STX5,GO:0016568,GO:0016568,chromatin modification,cell organization and biogenesis,P,140004
comp140004_c0_seq3,sp,Q6CFV3,ASA1_YARLI,39.08,87,51,2,529,269,6,90,3.00E-09,59.3,Q6CFV3,GO:0016568,GO:0016568,chromatin modification,cell organization and biogenesis,P,140004
comp140004_c0_seq1,sp,Q9EQ15,GNB1L_MOUSE,37.62,319,184,7,1380,463,7,323,4.00E-68,228,Q9EQ15,GO:0035176,GO:0035176,social behavior,other biological processes,P,140004
comp140004_c0_seq6,sp,Q9EQ15,GNB1L_MOUSE,48.54,103,52,1,474,169,221,323,3.00E-28,111,Q9EQ15,GO:0035176,GO:0035176,social behavior,other biological processes,P,140004
comp140005_c2_seq3,sp,A7SLW1,BCAT_NEMVE,55.74,366,156,3,1596,508,43,405,4.00E-146,434,A7SLW1,GO:0009081,GO:0009081,branched chain family amino acid metabolic process,other metabolic processes,P,140005
comp140005_c2_seq4,sp,O15382,BCAT2_HUMAN,51.74,373,169,6,1667,558,25,389,7.00E-134,403,O15382,GO:0006550,GO:0006550,isoleucine catabolic process,other metabolic processes,P,140005
comp140007_c0_seq1,sp,Q3ZBX6,RM03_BOVIN,42.63,319,164,4,184,1128,44,347,1.00E-78,261,Q3ZBX6,GO:0006412,GO:0006412,translation,protein metabolism,P,140007
comp140009_c1_seq4,sp,A9JRL3,CBPC1_XENTR,58.72,579,214,4,1065,2801,587,1140,0,660,A9JRL3,GO:0007005,GO:0007005,mitochondrion organization,cell organization and biogenesis,P,140009
comp140009_c1_seq2,sp,O76373,CBPC1_CAEEL,39.79,485,263,12,1349,2779,551,1014,3.00E-102,353,O76373,GO:0040011,GO:0040011,locomotion,other biological processes,P,140009
comp140017_c0_seq2,sp,Q6QHF9,PAOX_HUMAN,37.2,500,271,13,1584,193,154,646,5.00E-93,305,Q6QHF9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140017
comp140017_c0_seq4,sp,Q6QHF9,PAOX_HUMAN,34.81,362,200,9,1066,68,154,508,2.00E-57,205,Q6QHF9,GO:0006595,GO:0006595,polyamine metabolic process,other metabolic processes,P,140017
comp140020_c0_seq1,sp,Q2PFV2,CASP3_MACFA,36.05,258,142,5,810,64,32,275,2.00E-42,158,Q2PFV2,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,140020
comp140020_c0_seq3,sp,Q2PFV2,CASP3_MACFA,34.47,264,144,5,828,64,32,275,9.00E-41,153,Q2PFV2,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,140020
comp140021_c1_seq1,sp,Q8LGU7,RNZN_ARATH,36.4,272,160,8,822,10,3,262,9.00E-43,155,Q8LGU7,GO:0042780,GO:0042780,tRNA 3'-end processing,RNA metabolism,P,140021
comp140022_c0_seq4,sp,Q6GN29,ATLA2_XENLA,59.51,536,213,3,2603,999,23,555,0,674,Q6GN29,GO:0006184,GO:0006184,GTP catabolic process,other metabolic processes,P,140022
comp140022_c0_seq5,sp,Q6PA06,ATLA2_MOUSE,61.58,531,197,3,2573,984,44,568,0,674,Q6PA06,GO:0007030,GO:0007030,Golgi organization,cell organization and biogenesis,P,140022
comp140022_c0_seq6,sp,Q6PA06,ATLA2_MOUSE,68.67,383,117,2,1146,1,60,440,0,548,Q6PA06,GO:0006184,GO:0006184,GTP catabolic process,other metabolic processes,P,140022
comp140026_c1_seq3,sp,A6N7Y9,PIWL1_CHICK,48.39,310,157,3,945,22,48,356,3.00E-87,288,A6N7Y9,GO:0031047,GO:0031047,gene silencing by RNA,other metabolic processes,P,140026
comp140026_c1_seq1,sp,Q96J94,PIWL1_HUMAN,51.45,830,388,9,4358,1893,39,861,0,890,Q96J94,GO:0006417,GO:0006417,regulation of translation,protein metabolism,P,140026
comp140028_c2_seq4,sp,A2AQ19,RTF1_MOUSE,49.73,376,170,3,174,1286,354,715,2.00E-114,369,A2AQ19,GO:0016570,GO:0016570,histone modification,protein metabolism,P,140028
comp140028_c3_seq1,sp,A2AQ19,RTF1_MOUSE,71.11,45,13,0,440,574,183,227,1.00E-12,71.2,A2AQ19,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140028
comp140028_c0_seq1,sp,Q5R4I3,UBXN4_PONAB,38.18,165,96,4,219,698,271,434,4.00E-16,84.3,Q5R4I3,GO:0006986,GO:0006986,response to unfolded protein,stress response,P,140028
comp140032_c0_seq10,sp,O15068,MCF2L_HUMAN,38.02,363,198,10,2257,1229,605,960,3.00E-63,234,O15068,GO:0006915,GO:0006915,apoptosis,death,P,140032
comp140032_c0_seq8,sp,P07751,SPTN1_CHICK,24.32,444,284,13,3667,2381,1366,1772,3.00E-12,75.9,P07751,GO:0051693,GO:0051693,actin filament capping,protein metabolism,P,140032
comp140032_c0_seq6,sp,P10911,MCF2_HUMAN,39.63,323,170,11,2245,1340,499,817,8.00E-58,216,P10911,GO:0007264,GO:0007264,small GTPase mediated signal transduction,signal transduction,P,140032
comp140032_c0_seq1,sp,Q1LUA6,TRIO_DANRE,50.18,1138,517,14,4096,782,621,1741,0,1029,Q1LUA6,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,140032
comp140032_c0_seq18,sp,Q1LUA6,TRIO_DANRE,35.93,437,213,12,1153,2,1609,2031,3.00E-57,209,Q1LUA6,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140032_c0_seq7,sp,Q1LUA6,TRIO_DANRE,50.42,1069,480,14,3805,698,690,1741,0,988,Q1LUA6,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140032_c0_seq9,sp,Q1LUA6,TRIO_DANRE,53.74,722,314,9,2185,47,956,1666,0,763,Q1LUA6,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,140032
comp140032_c0_seq2,sp,Q63406,MCF2L_RAT,38.78,343,185,9,2197,1229,624,961,3.00E-59,227,Q63406,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140032_c0_seq14,sp,Q6P720,ARHGP_RAT,58.33,192,76,1,604,29,271,458,2.00E-71,233,Q6P720,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140032_c0_seq17,sp,Q86VW2,ARHGP_HUMAN,52.99,268,120,3,1959,1159,232,494,6.00E-84,281,Q86VW2,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140032_c0_seq19,sp,Q86VW2,ARHGP_HUMAN,53.23,124,58,0,373,2,148,271,4.00E-39,148,Q86VW2,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140032_c0_seq5,sp,Q96PX9,PKH4B_HUMAN,33.05,348,212,7,1372,374,792,1133,6.00E-51,192,Q96PX9,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,140032
comp140034_c1_seq1,sp,Q5F3A2,CHM2B_CHICK,57.35,211,88,1,28,654,1,211,6.00E-60,201,Q5F3A2,GO:0006810,GO:0006810,transport,transport,P,140034
comp140034_c1_seq3,sp,Q5F3A2,CHM2B_CHICK,57.35,211,88,1,98,724,1,211,9.00E-60,202,Q5F3A2,GO:0006810,GO:0006810,transport,transport,P,140034
comp140036_c0_seq2,sp,Q7TMY7,IPO8_MOUSE,38.57,70,42,1,1024,815,939,1007,2.00E-07,57.4,Q7TMY7,GO:0006886,GO:0006886,intracellular protein transport,transport,P,140036
comp140036_c0_seq1,sp,Q9EPL8,IPO7_MOUSE,56.06,132,57,1,1062,667,901,1031,4.00E-30,127,Q9EPL8,GO:0006606,GO:0006606,protein import into nucleus,transport,P,140036
comp140043_c0_seq1,sp,P24329,THTR_RAT,38.54,288,164,4,199,1038,6,288,1.00E-55,193,P24329,GO:0051029,GO:0051029,rRNA transport,transport,P,140043
comp140047_c0_seq2,sp,O60290,ZN862_HUMAN,23.2,125,94,2,206,577,694,817,2.00E-07,53.9,O60290,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140047
comp140049_c1_seq1,sp,Q803M0,PPR3B_DANRE,42.42,132,74,1,1644,1249,110,239,3.00E-30,124,Q803M0,GO:0005977,GO:0005977,glycogen metabolic process,other metabolic processes,P,140049
comp140052_c0_seq1,sp,Q5R8L2,BMI1_PONAB,30.84,227,146,4,842,186,7,230,1.00E-28,122,Q5R8L2,GO:0048706,GO:0048706,embryonic skeletal system development,developmental processes,P,140052
comp140052_c0_seq3,sp,Q9BYE7,PCGF6_HUMAN,40.89,225,115,8,843,202,125,342,8.00E-36,143,Q9BYE7,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,140052
comp140054_c0_seq2,sp,A9JTP3,BIRC7_XENTR,29.59,392,235,6,1318,167,7,365,7.00E-41,159,A9JTP3,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,140054
comp140054_c0_seq4,sp,O62640,PIAP_PIG,25.94,401,231,8,1336,185,7,358,5.00E-39,153,O62640,GO:0006915,GO:0006915,apoptosis,death,P,140054
comp140057_c2_seq2,sp,O60177,YG42_SCHPO,32.94,337,176,8,709,1692,383,678,1.00E-46,186,O60177,GO:0006281,GO:0006281,DNA repair,stress response,P,140057
comp140057_c2_seq4,sp,P0CQ67,RAD5_CRYNB,38.42,177,105,2,104,634,1016,1188,6.00E-34,136,P0CQ67,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,140057
comp140057_c2_seq7,sp,P0CQ67,RAD5_CRYNB,38.42,177,105,2,104,634,1016,1188,1.00E-33,136,P0CQ67,GO:0006281,GO:0006281,DNA repair,stress response,P,140057
comp140057_c2_seq1,sp,Q4IJ84,RAD5_GIBZE,30.45,312,180,5,793,1683,514,803,3.00E-37,155,Q4IJ84,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,140057
comp140057_c2_seq8,sp,Q4IJ84,RAD5_GIBZE,29.37,252,144,3,60,779,574,803,3.00E-30,131,Q4IJ84,GO:0006281,GO:0006281,DNA repair,stress response,P,140057
comp140057_c0_seq4,sp,Q8IY33,MILK2_HUMAN,44.74,76,38,2,682,467,725,800,8.00E-11,67.8,Q8IY33,GO:0006897,GO:0006897,endocytosis,transport,P,140057
comp140057_c2_seq3,sp,Q9UNY4,TTF2_HUMAN,48.56,521,210,8,40,1560,686,1162,7.00E-149,466,Q9UNY4,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140057
comp140057_c2_seq6,sp,Q9UNY4,TTF2_HUMAN,48.56,521,210,8,40,1560,686,1162,2.00E-148,466,Q9UNY4,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140057
comp140064_c0_seq3,sp,Q9CY66,GAR1_MOUSE,74.76,103,24,1,230,532,70,172,8.00E-45,163,Q9CY66,GO:0006364,GO:0006364,rRNA processing,RNA metabolism,P,140064
comp140065_c2_seq4,sp,Q08DU1,UTP23_BOVIN,41.15,209,116,5,95,706,1,207,2.00E-38,143,Q08DU1,GO:0006364,GO:0006364,rRNA processing,RNA metabolism,P,140065
comp140067_c2_seq1,sp,Q4P937,UTP10_USTMA,33.97,156,94,3,157,615,1306,1455,2.00E-22,100,Q4P937,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,140067
comp140067_c0_seq1,sp,Q9GM44,HEAT1_MACFA,45.19,489,265,3,1709,249,471,958,2.00E-122,390,Q9GM44,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,140067
comp140070_c0_seq1,sp,Q54PB2,MRD1_DICDI,34.21,76,49,1,372,145,360,434,7.00E-07,51.6,Q54PB2,GO:0006364,GO:0006364,rRNA processing,RNA metabolism,P,140070
comp140070_c0_seq3,sp,Q8T6B9,PUF68_DROME,39.76,83,48,1,357,109,133,213,5.00E-13,70.1,Q8T6B9,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,140070
comp140070_c0_seq2,sp,Q9UNP9,PPIE_HUMAN,70.86,175,50,1,38,562,128,301,2.00E-87,275,Q9UNP9,GO:0000413,GO:0000413,protein peptidyl-prolyl isomerization,protein metabolism,P,140070
comp140072_c0_seq1,sp,Q6NS45,CCD66_MOUSE,32.28,158,72,7,2609,3052,786,918,2.00E-06,56.2,Q6NS45,GO:0008150,GO:0008150,biological_process,other biological processes,P,140072
comp140072_c0_seq9,sp,Q6NS45,CCD66_MOUSE,32.28,158,72,7,2707,3150,786,918,2.00E-06,56.2,Q6NS45,GO:0008150,GO:0008150,biological_process,other biological processes,P,140072
comp140076_c0_seq5,sp,Q8JIS3,DER_CHICK,41.18,153,89,1,13,471,91,242,1.00E-34,128,Q8JIS3,GO:0042732,GO:0042732,D-xylose metabolic process,other metabolic processes,P,140076
comp140077_c0_seq1,sp,P25708,NDUV1_BOVIN,82.41,432,76,0,2097,802,19,450,0,737,P25708,GO:0006810,GO:0006810,transport,transport,P,140077
comp140078_c0_seq2,sp,Q66H59,NPL_RAT,36.75,302,186,4,106,996,5,306,3.00E-54,192,Q66H59,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,140078
comp140079_c0_seq1,sp,P55918,MFAP4_BOVIN,43.84,219,113,3,1098,469,37,254,6.00E-51,179,P55918,GO:0007165,GO:0007165,signal transduction,signal transduction,P,140079
comp140079_c0_seq2,sp,Q00546,TENR_CHICK,44.14,222,119,4,841,182,1120,1338,2.00E-50,187,Q00546,GO:0007158,GO:0007158,neuron adhesion,cell adhesion,P,140079
comp140089_c0_seq1,sp,P0CB05,CEP63_CHICK,23.54,582,402,10,367,2049,146,705,1.00E-29,129,P0CB05,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,140089
comp140089_c0_seq6,sp,P0CB05,CEP63_CHICK,23.64,660,432,11,5,1819,63,705,1.00E-38,156,P0CB05,GO:0000077,GO:0000077,DNA damage checkpoint,cell cycle and proliferation,P,140089
comp140093_c0_seq3,sp,Q27567,GPDA_DROEZ,69.43,350,107,0,1363,314,1,350,7.00E-157,456,Q27567,GO:0046168,GO:0046168,glycerol-3-phosphate catabolic process,other metabolic processes,P,140093
comp140094_c0_seq1,sp,P20794,MAK_HUMAN,47.67,644,241,16,2306,591,1,620,2.00E-177,533,P20794,GO:0007283,GO:0007283,spermatogenesis,other biological processes,P,140094
comp140097_c0_seq8,sp,Q9SB51,UBP16_ARATH,33.78,148,68,6,232,594,536,680,1.00E-09,60.8,Q9SB51,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,140097
comp140101_c0_seq2,sp,P35821,PTN1_MOUSE,62.25,151,57,0,1283,831,133,283,1.00E-58,204,P35821,GO:0008286,GO:0008286,insulin receptor signaling pathway,signal transduction,P,140101
comp140101_c1_seq1,sp,Q9H501,ESF1_HUMAN,44.06,345,174,6,1187,180,301,635,1.00E-76,265,Q9H501,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140101
comp140103_c0_seq1,sp,A2ARV4,LRP2_MOUSE,34.45,119,56,4,426,731,1112,1225,6.00E-08,59.7,A2ARV4,GO:0006898,GO:0006898,receptor-mediated endocytosis,transport,P,140103
comp140108_c0_seq1,sp,Q9JI19,FIBP_MOUSE,48.83,299,143,4,60,944,1,293,1.00E-82,260,Q9JI19,GO:0008150,GO:0008150,biological_process,other biological processes,P,140108
comp140109_c3_seq2,sp,Q8JFG3,TNFA_SPAAU,28.57,147,80,6,229,627,115,250,6.00E-07,52.4,Q8JFG3,GO:0006955,GO:0006955,immune response,other biological processes,P,140109
comp140109_c3_seq5,sp,Q8JFG3,TNFA_SPAAU,28.57,147,80,6,248,646,115,250,8.00E-07,52.4,Q8JFG3,GO:0006955,GO:0006955,immune response,other biological processes,P,140109
comp140113_c2_seq2,sp,Q62315,JARD2_MOUSE,38.38,271,163,3,1282,2091,809,1076,3.00E-50,196,Q62315,GO:0051574,GO:0051574,positive regulation of histone H3-K9 methylation,protein metabolism,P,140113
comp140115_c0_seq1,sp,Q21086,GNL3_CAEEL,51.08,464,208,8,93,1463,6,457,1.00E-116,370,Q21086,GO:0040010,GO:0040010,positive regulation of growth rate,other biological processes,P,140115
comp140115_c0_seq4,sp,Q21086,GNL3_CAEEL,51.08,464,208,8,93,1463,6,457,1.00E-116,370,Q21086,GO:0007281,GO:0007281,germ cell development,other biological processes,P,140115
comp140115_c0_seq2,sp,Q6P4W5,GNL3_XENTR,37.96,432,242,7,17,1303,48,456,3.00E-58,211,Q6P4W5,GO:0042127,GO:0042127,regulation of cell proliferation,cell cycle and proliferation,P,140115
comp140115_c0_seq3,sp,Q8MT06,GNL3_DROME,45.15,443,235,5,17,1330,51,490,6.00E-99,322,Q8MT06,GO:0046626,GO:0046626,regulation of insulin receptor signaling pathway,signal transduction,P,140115
comp140116_c0_seq3,sp,Q5R628,LSM5_PONAB,91.67,84,7,0,834,583,7,90,1.00E-47,160,Q5R628,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,140116
comp140117_c1_seq1,sp,Q24292,DS_DROME,34.2,269,169,4,2374,1580,1042,1306,8.00E-32,138,Q24292,GO:0030010,GO:0030010,establishment of cell polarity,cell organization and biogenesis,P,140117
comp140118_c1_seq1,sp,Q9HC36,RMTL1_HUMAN,37.78,352,181,8,1238,192,91,407,1.00E-65,222,Q9HC36,GO:0006396,GO:0006396,RNA processing,RNA metabolism,P,140118
comp140121_c0_seq4,sp,A4D1F6,LRRD1_HUMAN,34.39,189,117,4,580,32,566,753,2.00E-23,103,A4D1F6,GO:0007165,GO:0007165,signal transduction,signal transduction,P,140121
comp140122_c0_seq1,sp,Q9BUE0,MED18_HUMAN,56.04,207,86,3,114,731,5,207,3.00E-74,238,Q9BUE0,GO:0006357,GO:0006357,regulation of transcription from RNA polymerase II promoter,RNA metabolism,P,140122
comp140125_c0_seq1,sp,Q5ZLM2,DBR1_CHICK,45.05,333,145,10,17,982,135,440,9.00E-80,267,Q5ZLM2,GO:0000375,GO:0000375,"""RNA splicing, via transesterification reactions""",RNA metabolism,P,140125
comp140125_c0_seq2,sp,Q5ZLM2,DBR1_CHICK,45.05,333,145,10,17,982,135,440,1.00E-79,267,Q5ZLM2,GO:0000375,GO:0000375,"""RNA splicing, via transesterification reactions""",RNA metabolism,P,140125
comp140126_c0_seq1,sp,P12370,KAPC_DROME,88.39,353,39,1,32,1084,1,353,0,622,P12370,GO:0007611,GO:0007611,learning or memory,other biological processes,P,140126
comp140126_c0_seq2,sp,P21901,KAPL_APLCA,51.33,339,163,1,79,1089,13,351,1.00E-102,332,P21901,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,140126
comp140128_c0_seq4,sp,A9JRX0,MSL1_DANRE,37.5,96,57,2,876,1160,374,467,7.00E-13,74.7,A9JRX0,GO:0016568,GO:0016568,chromatin modification,cell organization and biogenesis,P,140128
comp140128_c0_seq8,sp,A9JRX0,MSL1_DANRE,36.07,122,72,3,428,781,348,467,4.00E-15,80.1,A9JRX0,GO:0016568,GO:0016568,chromatin modification,cell organization and biogenesis,P,140128
comp140132_c1_seq2,sp,E1BBQ2,GP158_BOVIN,30.41,171,88,8,1033,548,213,361,4.00E-14,78.6,E1BBQ2,GO:0007165,GO:0007165,signal transduction,signal transduction,P,140132
comp140132_c0_seq1,sp,Q5T848,GP158_HUMAN,30.61,147,76,8,584,177,266,397,3.00E-11,67.8,Q5T848,GO:0007186,GO:0007186,G-protein coupled receptor protein signaling pathway,signal transduction,P,140132
comp140136_c0_seq1,sp,Q7T010,GATB_DANRE,48.27,491,247,5,172,1623,62,552,5.00E-154,460,Q7T010,GO:0006412,GO:0006412,translation,protein metabolism,P,140136
comp140141_c0_seq1,sp,B5X0W9,ISOC1_SALSA,62.83,191,69,1,1490,918,92,280,8.00E-81,259,B5X0W9,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,140141
comp140142_c0_seq1,sp,Q86AF0,Y7151_DICDI,29.15,223,129,7,1717,1079,69,272,2.00E-13,75.9,Q86AF0,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,140142
comp140142_c0_seq4,sp,Q99JY8,LPP3_MOUSE,38.86,229,133,4,1735,1052,59,281,4.00E-47,173,Q99JY8,GO:0001702,GO:0001702,gastrulation with mouth forming second,developmental processes,P,140142
comp140143_c0_seq3,sp,O74191,FKBP4_SCHPO,47.22,108,51,3,135,458,259,360,6.00E-20,96.3,O74191,GO:0000412,GO:0000412,histone peptidyl-prolyl isomerization,protein metabolism,P,140143
comp140143_c0_seq4,sp,P65764,FKBA_ECOL6,30.04,223,133,7,223,879,46,249,2.00E-11,69.7,P65764,GO:0006457,GO:0006457,protein folding,protein metabolism,P,140143
comp140143_c0_seq2,sp,Q54SR7,FKBP2_DICDI,46.81,94,46,1,177,458,43,132,1.00E-20,94.4,Q54SR7,GO:0000413,GO:0000413,protein peptidyl-prolyl isomerization,protein metabolism,P,140143
comp140143_c0_seq1,sp,Q5T1M5,FKB15_HUMAN,45.38,379,182,5,46,1110,1,378,1.00E-86,309,Q5T1M5,GO:0010923,GO:0010923,negative regulation of phosphatase activity,other metabolic processes,P,140143
