GeoID,SPID,evalue,ProteinName,Organism
comp147469_c0_seq1,Q3MII6,8E-06,TBC1 domain family member 25,Homo sapiens (Human)
comp147487_c0_seq1,O75165,3E-33,DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8),Homo sapiens (Human)
comp147495_c0_seq1,P23049,8E-06,Tyrosine-protein kinase transforming protein SEA (EC 2.7.10.2),Avian erythroblastosis virus (strain S13)
comp147509_c0_seq1,P55504,2E-17,Uncharacterized protein y4jD,a03120 y4jD
comp147535_c0_seq1,Q9CC91,3E-22,Uncharacterized protein ML1105,Mycobacterium leprae (strain TN)
comp147537_c0_seq1,Q8IUH5,2E-86,Palmitoyltransferase ZDHHC17 (EC 2.3.1.-) (Huntingtin yeast partner H) (Huntingtin-interacting protein 14) (HIP-14) (Huntingtin-interacting protein 3) (HIP-3) (Huntingtin-interacting protein H) (Putative MAPK-activating protein PM11) (Putative NF-kappa-B-activating protein 205) (Zinc finger DHHC domain-containing protein 17) (DHHC-17),Homo sapiens (Human)
comp147550_c0_seq1,Q5U4S8,2E-30,Ceramide glucosyltransferase-B (EC 2.4.1.80) (UDP-glucose ceramide glucosyltransferase),Xenopus laevis (African clawed frog)
comp147551_c0_seq1,Q6UPE0,5E-19,"""Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)""",Rattus norvegicus (Rat)
comp147552_c0_seq1,Q5RDB5,7E-43,Protein cornichon homolog,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp147554_c0_seq1,A0QNG6,7E-10,FHA domain-containing protein FhaB (FtsZ-interacting protein A),0034 MSMEI
comp147558_c0_seq1,Q8VCV9,3E-11,Sodium-dependent glucose transporter 1A,Mus musculus (Mouse)
comp147563_c0_seq1,Q9H987,1E-15,Synaptopodin 2-like protein,Homo sapiens (Human)
comp147575_c0_seq1,P15106,2E-40,Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase),Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)
comp147583_c0_seq1,A1W4B9,5E-45,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),852
comp147590_c0_seq1,Q3V6T2,9E-28,Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1),Homo sapiens (Human)
comp147599_c0_seq1,C8YR32,2E-14,Lipoxygenase homology domain-containing protein 1,Mus musculus (Mouse)
comp147609_c0_seq1,Q9NDG8,7E-09,Acetylcholinesterase 4 (AChE 4) (EC 3.1.1.7),Caenorhabditis briggsae
comp147613_c0_seq1,Q8NE62,7E-22,"""Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)""",Homo sapiens (Human)
comp147614_c0_seq1,Q62132,9E-21,Receptor-type tyrosine-protein phosphatase R (R-PTP-R) (EC 3.1.3.48) (Phosphotyrosine phosphatase 13) (Protein-tyrosine-phosphatase SL),Mus musculus (Mouse)
comp147617_c0_seq1,Q5F3X0,1E-11,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (EC 2.3.1.51),5b22
comp147631_c0_seq1,Q8N4N3,1E-09,Kelch-like protein 36,Homo sapiens (Human)
comp147632_c0_seq1,Q24498,8E-37,Ryanodine receptor 44F,Drosophila melanogaster (Fruit fly)
comp147649_c0_seq1,Q640S2,5E-27,Protein cereblon,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp147653_c0_seq1,Q9ESP5,3E-09,Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Zinc finger protein 312) (Zinc finger protein Fez-like),Mus musculus (Mouse)
comp147659_c0_seq1,Q5DTV4,4E-20,Probable ribonuclease ZC3H12C (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein 12C),Mus musculus (Mouse)
comp147687_c0_seq1,Q3V384,2E-43,Lactation elevated protein 1,Mus musculus (Mouse)
comp147697_c0_seq1,P51521,6E-11,Protein ovo (Protein shaven baby),Drosophila melanogaster (Fruit fly)
comp147701_c0_seq1,Q811B3,2E-19,A disintegrin and metalloproteinase with thrombospondin motifs 12 (ADAM-TS 12) (ADAM-TS12) (ADAMTS-12) (EC 3.4.24.-),Mus musculus (Mouse)
comp147704_c0_seq1,Q95ZJ1,2E-23,Polypeptide N-acetylgalactosaminyltransferase 5 (pp-GaNTase 5) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5),Caenorhabditis elegans
comp147710_c0_seq1,Q6DCU6,1E-10,Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor) (Sigma1-receptor) (Sigma1R),Xenopus laevis (African clawed frog)
comp147713_c0_seq1,P37791,1E-23,Putative UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22),Shigella flexneri
comp147717_c0_seq1,Q9I8D1,4E-39,Unconventional myosin-VI (Unconventional myosin-6),Gallus gallus (Chicken)
comp147723_c0_seq1,Q9TZM3,5E-48,"""Leucine-rich repeat serine/threonine-protein kinase 1 (EC 2.7.11.1) (Leucine-rich repeats, ras-like domain, kinase protein 1) (PARK8-related kinase)""",Caenorhabditis elegans
comp147727_c0_seq1,Q8N5D0,4E-32,WD and tetratricopeptide repeats protein 1,Homo sapiens (Human)
comp147733_c0_seq1,Q5R774,3E-21,Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp147736_c0_seq1,O75452,1E-11,Retinol dehydrogenase 16 (EC 1.1.-.-) (Microsomal NAD(+)-dependent retinol dehydrogenase 4) (RoDH-4) (Sterol/retinol dehydrogenase),Homo sapiens (Human)
comp147737_c0_seq1,Q9DBQ7,5E-09,Protein-associating with the carboxyl-terminal domain of ezrin (Ezrin-binding protein PACE-1) (SCY1-like protein 3),Mus musculus (Mouse)
comp147738_c0_seq1,Q6IQ20,1E-30,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D (N-acyl phosphatidylethanolamine phospholipase D) (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54),Homo sapiens (Human)
comp147740_c0_seq1,O00329,7E-31,"""Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)""",Homo sapiens (Human)
comp147744_c0_seq1,Q8R508,3E-09,Protocadherin Fat 3 (FAT tumor suppressor homolog 3),Rattus norvegicus (Rat)
comp147755_c0_seq1,Q8BRK9,5E-37,"""Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)""",Mus musculus (Mouse)
comp147757_c0_seq1,G5E8K5,3E-13,Ankyrin-3 (ANK-3) (Ankyrin-G),Mus musculus (Mouse)
comp147760_c0_seq1,P26724,1E-19,Uncharacterized 13.2 kDa HIT-like protein in hisE 3'region (ORF2),Azospirillum brasilense
comp147766_c0_seq1,P16895,8E-06,Elastase inhibitor,Anemonia sulcata (Mediterranean snakelocks sea anemone) (Anemonia viridis)
comp147770_c0_seq1,P39057,4E-30,"""Dynein beta chain, ciliary""",Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)
comp147771_c0_seq1,A0QVB4,2E-35,Tyrosine recombinase XerC,2515 MSMEI
comp147774_c0_seq1,Q09225,5E-14,Nose resistant to fluoxetine protein 6 (Protein nrf-6),Caenorhabditis elegans
comp147781_c0_seq1,Q8N3F9,6E-07,Integral membrane protein GPR137C (Transmembrane 7 superfamily member 1-like 2 protein),Homo sapiens (Human)
comp147784_c0_seq1,Q80UX8,5E-26,Alpha/beta hydrolase domain-containing protein 13 (Abhydrolase domain-containing protein 13) (EC 3.-.-.-),Mus musculus (Mouse)
comp147787_c0_seq1,Q296F7,9E-34,Glutamate [NMDA] receptor subunit 1,Drosophila pseudoobscura pseudoobscura (Fruit fly)
comp147812_c0_seq1,Q9JKV2,1E-10,Serine/threonine-protein kinase ICK (EC 2.7.11.22) (Intestinal cell kinase) (mICK) (MAK-related kinase) (MRK),Mus musculus (Mouse)
comp147819_c0_seq1,P42593,7E-11,"""2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34) (2,4-dienoyl coenzyme A reductase)""",Escherichia coli (strain K12)
comp147823_c0_seq1,Q28224,5E-25,Insulin receptor substrate 1 (IRS-1),Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)
comp147846_c0_seq1,P55037,1E-47,Ferredoxin-dependent glutamate synthase 1 (EC 1.4.7.1) (Fd-GOGAT),Synechocystis sp. (strain PCC 6803 / Kazusa)
comp147853_c0_seq1,P81559,1E-14,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),Xenopus laevis (African clawed frog)
comp147858_c0_seq1,P28492,6E-44,"""Glutaminase liver isoform, mitochondrial (GLS) (EC 3.5.1.2) (L-glutaminase) (L-glutamine amidohydrolase)""",Rattus norvegicus (Rat)
comp147868_c0_seq1,Q6WV17,7E-73,Polypeptide N-acetylgalactosaminyltransferase 5 (pp-GaNTase 5) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5),Drosophila melanogaster (Fruit fly)
comp147873_c0_seq1,C0HAC0,9E-43,F-box/LRR-repeat protein 5 (F-box and leucine-rich repeat protein 5),Salmo salar (Atlantic salmon)
comp147890_c0_seq1,Q9FHN8,4E-20,Kinesin-like calmodulin-binding protein (Protein ZWICHEL),Arabidopsis thaliana (Mouse-ear cress)
comp147908_c0_seq1,Q2TAC2,9E-15,Coiled-coil domain-containing protein 57,Homo sapiens (Human)
comp147935_c0_seq1,P53004,5E-16,Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase),Homo sapiens (Human)
comp147942_c0_seq1,Q5JS13,2E-33,Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1),Homo sapiens (Human)
comp147947_c0_seq1,E1BP74,6E-11,Meiosis arrest female protein 1 (Limkain-b1),Bos taurus (Bovine)
comp147959_c0_seq1,Q8WXG9,3E-13,G-protein coupled receptor 98 (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Usher syndrome type-2C protein) (Very large G-protein coupled receptor 1),Homo sapiens (Human)
comp147963_c0_seq1,Q8K1P8,3E-37,Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2),Rattus norvegicus (Rat)
comp147967_c0_seq1,Q7Z494,5E-15,Nephrocystin-3,Homo sapiens (Human)
comp147991_c0_seq1,B3R5N3,1E-12,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),A2274
comp147993_c0_seq1,Q9CXF4,6E-11,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),Mus musculus (Mouse)
comp148009_c0_seq1,Q4VBD9,1E-40,GDNF-inducible zinc finger protein 1 (Zinc finger protein 336),Mus musculus (Mouse)
comp148029_c0_seq1,Q502I6,8E-15,Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (cb5/cb5R),Danio rerio (Zebrafish) (Brachydanio rerio)
comp148039_c0_seq1,Q8R418,2E-48,Endoribonuclease Dicer (EC 3.1.26.-) (Double-strand-specific ribonuclease mDCR-1),Mus musculus (Mouse)
comp148040_c0_seq1,P96920,3E-13,Exodeoxyribonuclease V beta chain (EC 3.1.11.5),Mycobacterium tuberculosis
comp148042_c0_seq1,Q6V0I7,1E-26,Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J),Homo sapiens (Human)
comp148060_c0_seq1,Q5R573,6E-15,Rab-like protein 2A,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp148066_c0_seq1,Q5SNZ0,9E-08,Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1),Mus musculus (Mouse)
comp14807_c0_seq1,Q91VN0,6E-27,Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7) (Lr3),Mus musculus (Mouse)
comp148070_c0_seq1,Q0P6H9,3E-07,Transmembrane protein 62,Homo sapiens (Human)
comp148071_c0_seq1,Q28GJ2,2E-24,Ester hydrolase C11orf54 homolog (EC 3.1.-.-),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp148081_c0_seq1,O46411,1E-26,Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II) (Cytosolic IMP/GMP-specific 5'-nucleotidase),Bos taurus (Bovine)
comp148093_c0_seq1,P10040,4E-13,Protein crumbs (95F),Drosophila melanogaster (Fruit fly)
comp148095_c0_seq1,Q9Z265,7E-09,Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Checkpoint kinase 2),Mus musculus (Mouse)
comp148096_c0_seq1,Q923L3,1E-07,CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1),Mus musculus (Mouse)
comp148127_c0_seq1,Q6A9R0,1E-24,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp148139_c0_seq1,Q810B6,1E-44,Ankyrin repeat and FYVE domain-containing protein 1 (Ankyrin repeats hooked to a zinc finger motif),Mus musculus (Mouse)
comp148140_c0_seq1,Q9TTI8,4E-10,Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R),Trichosurus vulpecula (Brush-tailed possum)
comp148149_c0_seq1,A4G7S9,6E-13,Ribosome maturation factor RimP,Herminiimonas arsenicoxydans
comp148159_c0_seq1,O60290,3E-09,Zinc finger protein 862,Homo sapiens (Human)
comp148187_c0_seq1,Q8VHE6,2E-40,"""Dynein heavy chain 5, axonemal (Axonemal beta dynein heavy chain 5) (mDNAH5) (Ciliary dynein heavy chain 5)""",Mus musculus (Mouse)
comp148199_c0_seq1,Q18297,1E-06,Transient receptor potential cation channel subfamily A member 1 homolog,Caenorhabditis elegans
comp148212_c0_seq1,Q9H9S5,4E-12,Fukutin-related protein (EC 2.-.-.-),Homo sapiens (Human)
comp148222_c0_seq1,Q9JHR7,2E-06,Insulin-degrading enzyme (EC 3.4.24.56) (Insulin protease) (Insulinase) (Insulysin),Mus musculus (Mouse)
comp148226_c0_seq1,Q6DIL6,2E-22,Protein FAM124A,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp148241_c0_seq1,Q599T9,9E-28,Myeloid differentiation primary response protein MyD88,Bos taurus (Bovine)
comp148243_c0_seq1,Q8NCE2,3E-20,Myotubularin-related protein 14 (EC 3.1.3.-) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (hJumpy),Homo sapiens (Human)
comp148263_c0_seq1,Q80TQ5,6E-11,Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2),Mus musculus (Mouse)
comp148270_c0_seq1,Q9D845,3E-08,Testis-expressed sequence 9 protein (Testis-specifically expressed protein 1) (Tsec-1),Mus musculus (Mouse)
comp148280_c0_seq1,Q9U637,4E-12,Pituitary homeobox x (Bicoid type transcription factor Pitx) (BbPtx) (Homeobox protein Ptx) (Paired-like homeodomain transcription factor x),Branchiostoma belcheri (Amphioxus)
comp148305_c0_seq1,Q63615,3E-34,Vacuolar protein sorting-associated protein 33A (r-vps33a),Rattus norvegicus (Rat)
comp148311_c0_seq1,P58545,2E-15,BTB/POZ domain-containing protein 3,Mus musculus (Mouse)
comp148324_c0_seq1,Q09575,7E-14,Uncharacterized protein K02A2.6,Caenorhabditis elegans
comp148332_c0_seq1,Q6AZT7,1E-30,Nephrocystin-3,Xenopus laevis (African clawed frog)
comp148338_c0_seq1,Q5SSL4,2E-19,Active breakpoint cluster region-related protein,Mus musculus (Mouse)
comp148342_c0_seq1,Q8WNU8,4E-23,Serine/threonine-protein kinase Nek11 (EC 2.7.11.1) (Never in mitosis A-related kinase 11) (NimA-related protein kinase 11),Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
comp148362_c0_seq1,Q9C0D6,4E-16,FH2 domain-containing protein 1,Homo sapiens (Human)
comp148363_c0_seq1,O43511,4E-07,Pendrin (Sodium-independent chloride/iodide transporter) (Solute carrier family 26 member 4),Homo sapiens (Human)
comp148370_c0_seq1,Q24498,4E-17,Ryanodine receptor 44F,Drosophila melanogaster (Fruit fly)
comp148371_c0_seq1,Q92963,8E-16,GTP-binding protein Rit1 (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1),Homo sapiens (Human)
comp148379_c0_seq1,Q9N658,9E-13,Zinc finger protein sens (Protein senseless),Drosophila melanogaster (Fruit fly)
comp148389_c0_seq1,Q9NZJ4,5E-42,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29),Homo sapiens (Human)
comp148395_c0_seq1,Q9Y2I7,2E-39,1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase),Homo sapiens (Human)
comp148400_c0_seq1,Q804X6,2E-09,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],Gallus gallus (Chicken)
comp148402_c0_seq1,Q6A6M4,5E-46,Biotin biosynthesis bifunctional protein BioWF [Includes: 6-carboxyhexanoate--CoA ligase (EC 6.2.1.14) (Pimeloyl-CoA synthase); 8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (8-amino-7-ketopelargonate synthase)],Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp148403_c0_seq1,P11717,1E-11,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),Homo sapiens (Human)
comp148404_c0_seq1,B4F6U4,2E-06,PR domain zinc finger protein 10 (PR domain-containing protein 10),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp148410_c0_seq1,Q5ZKD7,8E-14,Putative helicase MOV-10 (EC 3.6.4.13),11i10
comp148412_c0_seq1,Q80V03,4E-08,Uncharacterized aarF domain-containing protein kinase 5 (EC 2.7.11.-),Mus musculus (Mouse)
comp148415_c0_seq1,E9Q555,5E-11,E3 ubiquitin-protein ligase RNF213 (EC 6.3.2.-),Mus musculus (Mouse)
comp148422_c0_seq1,O42602,6E-26,Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1),Xenopus laevis (African clawed frog)
comp148445_c0_seq1,Q69Z28,2E-22,A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-),Mus musculus (Mouse)
comp148447_c0_seq1,Q9TTR7,2E-47,COUP transcription factor 2 (COUP-TF2) (COUP transcription factor II) (COUP-TF II) (Nuclear receptor subfamily 2 group F member 2),Bos taurus (Bovine)
comp148450_c0_seq1,Q13393,5E-23,Phospholipase D1 (PLD 1) (hPLD1) (EC 3.1.4.4) (Choline phosphatase 1) (Phosphatidylcholine-hydrolyzing phospholipase D1),Homo sapiens (Human)
comp148451_c0_seq1,O43149,2E-10,Zinc finger ZZ-type and EF-hand domain-containing protein 1,Homo sapiens (Human)
comp148452_c0_seq1,A2AVA0,5E-06,"""Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)""",Mus musculus (Mouse)
comp148460_c0_seq1,Q9N0N3,6E-42,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),Ovis aries (Sheep)
comp14848_c0_seq1,D8VNS7,2E-33,Ryncolin-1,Cerberus rynchops (Dog-faced water snake)
comp148506_c0_seq1,P42337,2E-09,"""Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)""",Mus musculus (Mouse)
comp148512_c0_seq1,Q5ZL21,1E-38,Methylmalonic aciduria and homocystinuria type C protein homolog,8d5
comp148547_c0_seq1,P35440,2E-14,Thrombospondin-2,Gallus gallus (Chicken)
comp148549_c0_seq1,P41969,3E-38,ETS domain-containing protein Elk-1,Mus musculus (Mouse)
comp148550_c0_seq1,Q90578,1E-26,Vitamin D3 hydroxylase-associated protein (VDHAP),Gallus gallus (Chicken)
comp148556_c0_seq1,Q5R6P6,4E-14,Glia maturation factor beta (GMF-beta),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp148559_c0_seq1,Q684R7,5E-12,FRAS1-related extracellular matrix protein 1 (Protein QBRICK),Mus musculus (Mouse)
comp148562_c0_seq1,P59913,2E-87,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,Mus musculus (Mouse)
comp148600_c0_seq1,Q6JAN0,8E-10,G-protein coupled receptor 98 (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Very large G-protein coupled receptor 1),Danio rerio (Zebrafish) (Brachydanio rerio)
comp148601_c0_seq1,Q6YHK3,1E-15,CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109),Homo sapiens (Human)
comp148607_c0_seq1,Q8TE57,6E-16,A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-),Homo sapiens (Human)
comp148617_c0_seq1,Q9UT61,6E-24,Alpha-mannosidase (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
comp148619_c0_seq1,P23314,3E-16,Extracellular protease (EC 3.4.21.-),Xanthomonas campestris pv. campestris (strain ATCC 33913 / NCPPB 528 / LMG 568)
comp148628_c0_seq1,Q8CGF5,7E-25,Transmembrane protein 56,Mus musculus (Mouse)
comp148631_c0_seq1,O43900,4E-12,Prickle-like protein 3 (LIM domain only protein 6) (LMO-6) (Triple LIM domain protein 6),Homo sapiens (Human)
comp148634_c0_seq1,Q04202,2E-10,Transposable element Tcb2 transposase,Caenorhabditis briggsae
comp148638_c0_seq1,Q6NRH0,7E-50,Kelch-like protein 12,Xenopus laevis (African clawed frog)
comp148641_c0_seq1,Q9BZA8,4E-08,Protocadherin-11 Y-linked (Protocadherin-11) (Protocadherin on the Y chromosome) (PCDH-Y) (Protocadherin prostate cancer) (Protocadherin-PC) (Protocadherin-22),Homo sapiens (Human)
comp148643_c0_seq1,O62640,7E-18,Putative inhibitor of apoptosis,Sus scrofa (Pig)
comp148644_c0_seq1,Q5RCU3,2E-41,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D (N-acyl phosphatidylethanolamine phospholipase D) (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp148645_c0_seq1,Q9FGY1,2E-13,Beta-D-xylosidase 1 (AtBXL1) (EC 3.2.1.-) (Alpha-L-arabinofuranosidase) (EC 3.2.1.55),Arabidopsis thaliana (Mouse-ear cress)
comp148656_c0_seq1,A8WGS4,7E-14,TLC domain-containing protein 2,Danio rerio (Zebrafish) (Brachydanio rerio)
comp148658_c0_seq1,Q7REH6,1E-13,Glutathione S-transferase (EC 2.5.1.18),Plasmodium yoelii yoelii
comp148662_c0_seq1,Q9UBH6,4E-32,Xenotropic and polytropic retrovirus receptor 1 (Protein SYG1 homolog) (Xenotropic and polytropic murine leukemia virus receptor X3) (X-receptor),Homo sapiens (Human)
comp148665_c0_seq1,Q01887,1E-47,Tyrosine-protein kinase RYK (EC 2.7.10.1) (Kinase VIK) (Met-related kinase) (NYK-R),Mus musculus (Mouse)
comp148683_c0_seq1,Q99L04,1E-09,Dehydrogenase/reductase SDR family member 1 (EC 1.1.-.-),Mus musculus (Mouse)
comp148690_c0_seq1,Q7TS68,6E-31,Putative methyltransferase NSUN6 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 6),Mus musculus (Mouse)
comp148696_c0_seq1,Q1RMK1,6E-25,Protein FAM92B,Bos taurus (Bovine)
comp148700_c0_seq1,Q96PQ7,5E-49,Kelch-like protein 5,Homo sapiens (Human)
comp148710_c0_seq1,Q4LDE5,7E-10,"""Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)""",Homo sapiens (Human)
comp148712_c0_seq1,P45694,7E-22,Transketolase (TK) (EC 2.2.1.1),Bacillus subtilis (strain 168)
comp148714_c0_seq1,Q68SA9,1E-24,A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase),Mus musculus (Mouse)
comp148717_c0_seq1,Q05491,3E-08,Protein MutL,Clostridium tetanomorphum
comp148725_c0_seq1,B0JZG0,3E-12,Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Sodium-dependent vitamin C transporter 2),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp148731_c0_seq1,A7SG73,7E-37,Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase) (Fragment),Nematostella vectensis (Starlet sea anemone)
comp148761_c0_seq1,Q568L5,2E-12,Alcohol dehydrogenase [NADP(+)] B (EC 1.1.1.2) (Aldehyde reductase-B) (Aldo-keto reductase family 1 member A1-B),Danio rerio (Zebrafish) (Brachydanio rerio)
comp148799_c0_seq1,P21675,2E-12,Transcription initiation factor TFIID subunit 1 (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),Homo sapiens (Human)
