Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column1,Column2,Column3,Column4,ID_Ref,Genebank,Description,Cluster,Tissue-enriched expression,High expression,Mean St0,StDev St0,Mean St1 M,StDev St1 M,Mean St2 M,StDev St2 M,Mean St3 M,StDev St3 M,Mean St1 F,StDev St1 F,Mean St2 F,StDev St2 F,Mean St3 F,StDev St3 F,F ratio,SS (groups),SS (error),df (groups),df( error),Raw p value,Adj p value
CU983935.p.cg.6,comp50630_c0_seq1,77.69,641,141,2,1,640,95,734,1E-141,504,CU983935.p.cg.6,CGI_10023288,0,CU983935,38753,CU983935,(sp:Q567I9) Cytochrome b5 domain-containing protein 1 OS=Danio rerio GN=cyb5d1 PE=2 SV=1,5,,Labial palps and gills,1.1981287,0.13783525,1.2637944,0.083370335,1.2378693,0.15372807,2.0771022,0.07325192,1.2876968,0.082303435,1.1544919,0.09394519,1.2295616,0.034374014,37.118427,2.593951,0.2911796,6,25,2.8538172E-11,5.402276E-08
AM864903.p.cg.6,comp59400_c0_seq1,68.67,648,200,1,1,645,787,140,2E-66,253,AM864903.p.cg.6,CGI_10027482,0,AM864903,38854,AM864903,(sp:Q96M60) Uncharacterized protein C15orf33 OS=Homo sapiens GN=C15orf33 PE=2 SV=2,5,male gonad,Labial palps and gills,-0.05115226,0.10241488,-0.012448702,0.023190243,-0.04548351,0.14190522,0.4908765,0.0727815,-0.009872015,0.106128745,-0.063191816,0.07229924,-0.03326648,0.056161862,19.60357,0.98929816,0.21027167,6,25,2.4203278E-08,5.5425508E-06
EE677599.p.cg.6,comp144123_c0_seq3,80.19,318,63,0,54,371,144,461,5E-77,289,EE677599.p.cg.6,CGI_10018475,0,EE677599,39639,EE677599,(sp:O43805) Sjoegren syndrome nuclear autoantigen 1 OS=Homo sapiens GN=SSNA1 PE=1 SV=2,5,,#N/A,1.2931662,0.080343194,1.4261934,0.15251449,1.3845302,0.10688784,1.8648918,0.042009223,1.325594,0.08206428,1.2953,0.13130663,1.1956302,0.05217629,21.046896,1.185184,0.23463158,6,25,1.1842253E-08,5.9092845E-06
AJ535669.p.cg.6,comp140491_c1_seq2,71.75,669,159,2,1157,1825,93,731,1E-101,372,AJ535669.p.cg.6,CGI_10003373,0,AJ535669,39766,AJ535669,(sp:Q25410) Putative molluscan insulin-related peptide(s) receptor OS=Lymnaea stagnalis PE=2 SV=1,2,,#N/A,0.6036193,0.095927835,0.4848525,0.10944172,0.44444633,0.07650494,0.26155767,0.037557073,0.47680318,0.04444827,0.7677402,0.10090919,0.84653825,0.049310595,24.51607,0.976177,0.16590768,6,25,2.4680795E-09,2.4582073E-06
CU995701.p.cg.6,comp112669_c1_seq1,75.07,357,89,0,2,358,54,410,7E-63,242,CU995701.p.cg.6,CGI_10011809,0,CU995701,40629,CU995701,(sp:Q8TAM2) Tetratricopeptide repeat protein 8 OS=Homo sapiens GN=TTC8 PE=1 SV=1,7,,#N/A,0.5113538,0.09450646,0.58675987,0.059008118,0.6856745,0.16061366,1.0824468,0.06761357,0.6114999,0.084759474,0.6069883,0.12963147,0.95534354,0.091442004,19.905016,1.2474309,0.26112157,6,25,2.077614E-08,5.9627523E-06
CU987413.p.cg.6,comp111825_c0_seq1,76.35,499,112,2,1,496,1032,537,5E-100,365,CU987413.p.cg.6,CGI_10018065,0,CU987413,40878,CU987413,(sp:Q28FE4) MORN repeat-containing protein 5 OS=Xenopus tropicalis GN=morn5 PE=2 SV=1,5,male gonad,Labial palps and gills,0.94461745,0.15270837,0.9844159,0.061389703,1.3651175,0.1625746,2.1042933,0.099483505,1.0467513,0.085058644,1.1618806,0.03021728,1.320215,0.14340015,47.434063,4.2083015,0.3696624,6,25,1.8295365E-12,4.02681E-09
BQ426947.p.cg.6,comp130760_c0_seq1,80.46,435,85,0,1,435,1195,761,6E-111,401,BQ426947.p.cg.6,CGI_10020782,0,BQ426947,40963,BQ426947,(sp:O42149) Protein mago nashi homolog OS=Xenopus laevis GN=magoh PE=2 SV=1,8,,#N/A,1.720498,0.11366678,1.8531388,0.04123845,2.1020143,0.024915425,2.2142324,0.12541649,1.890652,0.03680677,2.092509,0.115157485,2.198235,0.013684829,25.441078,1.1540244,0.1890028,6,25,1.6759181E-09,1.8217229E-06
AM869337.p.cg.6,comp137927_c0_seq1,72.17,575,148,9,76,644,906,1474,4E-76,286,AM869337.p.cg.6,CGI_10011521,0,AM869337,41023,AM869337,(sp:Q29RZ2) Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Bos taurus GN=PPWD1 PE=2 SV=1,8,male gonad,#N/A,0.672081,0.06520257,0.7545087,0.06679019,1.1354198,0.11840112,1.23669,0.024763599,0.8679863,0.07045862,0.8798279,0.08525067,0.96781135,0.030072019,39.522438,1.1994066,0.12644786,6,25,1.4226176E-11,2.8139375E-08
BQ426475.p.cg.6,comp108941_c0_seq1,75.17,600,140,5,7,601,788,193,5E-109,396,BQ426475.p.cg.6,CGI_10020476,0,BQ426475,41191,BQ426475,(sp:Q9CZ15) DNA replication complex GINS protein PSF1 OS=Mus musculus GN=Gins1 PE=2 SV=1,8,,#N/A,0.8186433,0.08624723,0.99139154,0.17639334,1.6376452,0.13323668,1.8055167,0.055750053,1.1656823,0.059905726,1.3999586,0.1377116,1.6749632,0.108184464,58.772717,4.3834853,0.31076533,6,25,1.5720758E-13,3.691234E-10
AM864669.p.cg.6,comp143022_c0_seq8,74.67,529,133,1,66,594,174,701,1E-94,347,AM864669.p.cg.6,CGI_10017774,6E-176,AM864669,41308,AM864669,(sp:Q6NZQ0) Coiled-coil domain-containing protein C16orf93 homolog OS=Mus musculus GN=Gm166 PE=2 SV=2,5,,Labial palps and gills,-0.18822941,0.12643197,-0.16663855,0.08627852,-0.13301264,0.124279745,0.5967691,0.109548315,-0.21899162,0.12853438,-0.3301006,0.086847484,-0.22994053,0.06811764,32.49618,2.3606021,0.30267686,6,25,1.2264789E-10,2.0494463E-07
AM857430.p.cg.6,comp131335_c0_seq1,74.27,715,184,0,31,745,76,790,1E-128,461,AM857430.p.cg.6,CGI_10012093,0,AM857430,41355,AM857430,(sp:Q0VC09) RIB43A-like with coiled-coils protein 1 OS=Bos taurus GN=RIBC1 PE=2 SV=1,5,,Labial palps and gills,0.33488372,0.1531547,0.28039786,0.115828104,0.2563208,0.14091794,1.0099963,0.0625812,0.40640116,0.21398209,0.13493447,0.1917081,-0.2154201,0.18509796,21.573242,3.2420468,0.6261705,6,25,9.2145385E-09,5.5010796E-06
AM855747.p.cg.6,comp140153_c0_seq2,79.37,349,63,3,97,442,2416,2074,3E-80,300,AM855747.p.cg.6,CGI_10025647,0,AM855747,41624,AM855747,(sp:Q5R4R4) Protein LSM14 homolog A OS=Pongo abelii GN=LSM14A PE=2 SV=1,4,,#N/A,1.3475865,0.06953598,1.2302729,0.077146664,1.3658696,0.033502486,1.4746772,0.07642486,1.3875879,0.05022852,1.9095722,0.10590746,1.7982533,0.04992089,55.6243,1.6191381,0.12128529,6,25,2.9654057E-13,6.8738104E-10
FP000294.p.cg.6,comp140352_c2_seq9,72.68,882,240,1,5,886,1190,310,2E-140,500,FP000294.p.cg.6,CGI_10005385,0,FP000294,42067,FP000294,(sp:Q1JPX3) Phenylalanyl-tRNA synthetase alpha chain OS=Danio rerio GN=farsa PE=2 SV=2,9,,#N/A,0.76165485,0.10721509,0.7504413,0.12854986,0.9417244,0.07042371,1.0074008,0.0602187,0.9159291,0.06443648,1.1690267,0.117007844,1.2576841,0.0350745,20.169647,1.0311568,0.21301745,6,25,1.8197388E-08,6.2053095E-06
CX069186.p.cg.6,comp134387_c0_seq1,74.9,526,132,0,100,625,64,589,1E-96,354,CX069186.p.cg.6,CGI_10026012,0,CX069186,42087,CX069186,(sp:Q08013) Translocon-associated protein subunit gamma OS=Rattus norvegicus GN=Ssr3 PE=1 SV=2,9,,#N/A,1.520658,0.052307397,1.4928062,0.08431933,1.6070843,0.038531374,1.7839371,0.020086085,1.589243,0.0539461,1.9641498,0.09536373,1.8817941,0.09339711,35.516434,0.9233851,0.10832837,6,25,4.6414317E-11,8.424198E-08
AM862948.p.cg.6,comp142337_c2_seq1,72.62,515,141,0,83,597,108,622,3E-78,293,AM862948.p.cg.6,CGI_10020639,0,AM862948,42421,AM862948,(sp:Q6P1R4) tRNA-dihydrouridine synthase 1-like OS=Homo sapiens GN=DUS1L PE=1 SV=1,2,,#N/A,-0.0399239,0.09186789,-0.14282596,0.062276848,-0.19768375,0.14088908,-0.15416735,0.05394884,-0.038818832,0.09122504,0.17251335,0.15921333,0.6040765,0.041326333,32.58668,1.917114,0.24513008,6,25,1.1899459E-10,1.9991091E-07
AM856889.p.cg.6,comp132248_c0_seq1,79.16,734,145,4,106,837,1067,340,2E-177,623,AM856889.p.cg.6,CGI_10023389,0,AM856889,42573,AM856889,(sp:Q9Z2U1) Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1,9,,#N/A,1.4562185,0.089683205,1.5192863,0.098680496,1.7363043,0.0847578,1.9828389,0.10984368,1.6018828,0.10133144,1.9266341,0.13239591,2.0060554,0.057239216,27.245077,1.5463182,0.23648281,6,25,8.139618E-10,1.0467548E-06
CU990254.p.cg.6,comp142462_c0_seq1,82.34,487,86,0,2,488,1612,1126,9E-138,491,CU990254.p.cg.6,CGI_10011025,0,CU990254,42635,CU990254,(sp:Q9JLI7) Sperm-associated antigen 6 OS=Mus musculus GN=Spag6 PE=1 SV=1,5,,Labial palps and gills,0.78031504,0.16909288,0.7940036,0.096235044,0.8074535,0.21134833,1.6843045,0.05109431,0.84912205,0.13158615,0.5476761,0.1945423,0.6101162,0.06289592,26.176844,3.4372447,0.5471192,6,25,1.2420628E-09,1.464392E-06
AM859534.p.cg.6,comp136624_c0_seq1,78.9,1213,254,2,4,1215,2111,900,0,1027,AM859534.p.cg.6,CGI_10015222,0,AM859534,43484,AM859534,(sp:P46470) 26S protease regulatory subunit 8 OS=Xenopus laevis GN=psmc5 PE=2 SV=2,8,,#N/A,1.5925016,0.098462716,1.5975807,0.04260045,1.827373,0.09754717,2.0653162,0.028297037,1.7077212,0.07188997,1.8641105,0.08761315,1.9006914,0.05708067,23.273232,0.85216093,0.15256457,6,25,4.233561E-09,3.5604248E-06
AM858229.p.cg.6,comp140104_c0_seq1,74.67,604,151,2,40,642,1598,996,4E-108,392,AM858229.p.cg.6,CGI_10025394,0,AM858229,43784,AM858229,(sp:Q4R642) T-complex-associated testis-expressed protein 1 OS=Macaca fascicularis GN=TCTE1 PE=2 SV=1,5,,Labial palps and gills,0.32393116,0.1654858,0.3695532,0.07513658,0.30894423,0.16808748,1.1146694,0.09718935,0.38736886,0.09725862,0.13255504,0.010804503,0.2171328,0.14315297,25.75665,2.546441,0.41193908,6,25,1.4725421E-09,1.6639725E-06
AM866236.p.cg.6,comp110084_c0_seq1,74.7,506,128,0,3,508,603,98,2E-91,336,AM866236.p.cg.6,CGI_10010421,0,AM866236,43904,AM866236,(sp:Q9Y248) DNA replication complex GINS protein PSF2 OS=Homo sapiens GN=GINS2 PE=1 SV=1,8,,#N/A,0.4799677,0.08204225,0.61645913,0.17087962,1.3937685,0.1633985,1.5790243,0.106845155,0.6953877,0.07073345,1.0624415,0.09663201,1.3341882,0.04907345,76.31877,5.4822845,0.29930842,6,25,7.438494E-15,1.8201995E-11
CU999937.p.cg.6,comp144461_c0_seq7,69.14,794,229,4,143,922,2973,2182,3E-87,324,CU999937.p.cg.6,CGI_10011964,0,CU999937,44332,CU999937,(sp:Q9Y490) Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,10,,Adductor muscle,2.2667515,0.072789066,2.3722303,0.12606385,2.38519,0.067900345,1.9874954,0.069813855,2.3453186,0.09452032,2.274288,0.10170541,1.8431346,0.038520813,25.595612,1.0781063,0.17550312,6,25,1.5727767E-09,1.7363454E-06
BQ426799.p.cg.6,comp143167_c1_seq1,78.17,591,123,2,141,728,236,823,1E-134,480,BQ426799.p.cg.6,CGI_10020792,2E-165,BQ426799,44390,BQ426799,(sp:P28075) Proteasome subunit beta type-5 OS=Rattus norvegicus GN=Psmb5 PE=1 SV=3,8,,#N/A,1.8674614,0.04076717,1.9453182,0.073393084,2.201878,0.06637531,2.3534966,0.08580241,2.0735354,0.08175295,2.2330952,0.07876479,2.2477393,0.03230716,39.238438,0.98777413,0.104890145,6,25,1.5414892E-11,3.0305678E-08
AM857837.p.cg.6,comp141939_c0_seq2,75.21,1206,295,4,75,1278,1963,760,0,814,AM857837.p.cg.6,CGI_10024585,0,AM857837,44637,AM857837,(sp:A7MBF6) Uncharacterized protein C1orf228 homolog OS=Bos taurus PE=2 SV=1,5,,Labial palps and gills,0.64234644,0.1761789,0.60727215,0.1321466,0.65233016,0.10727221,1.6395433,0.1941381,0.70809925,0.10462767,0.66334546,0.13207088,1.1077876,0.07230662,29.810362,3.7067807,0.51810575,6,25,3.1157565E-10,4.645593E-07
